Listing,Make,Year_model,Price,Milage,Exterior_color,Interior_color,Transmission,Drivetrain
2011 Chrysler Town & Country Touring-L,Chrysler,2011,"$9,600","81,622",Gold,Black,Automatic,FWD
2017 Maserati Ghibli S Q4,Maserati,2017,"$33,222","20,831",Black,Red,Automatic,AWD
2006 Hummer H3,Hummer,2006,"$9,500","91,352",Green,Black,Automatic,4x4/4-wheel drive
2014 Lincoln MKS Base,Lincoln,2014,"$13,000","74,202",White,Black,Automatic,AWD
2007 Mercedes-Benz ML 350 4MATIC,Mercedes-Benz,2007,"$4,111","151,684",Black,Other,Automatic,AWD
2017 Honda Accord EX,Honda,2017,"$13,532","37,073",White,Beige,Automatic,FWD
2017 Mercedes-Benz CLA 250 Base 4MATIC,Mercedes-Benz,2017,"$17,500","29,671",White,Black,Automatic,AWD
2017 Jaguar XE 35t Premium,Jaguar,2017,"$18,766","34,237",Silver,Black,Automatic,RWD
2017 Honda Civic EX,Honda,2017,"$6,900","29,789",Black,Gray,CVT,FWD
2019 Cadillac XT4 Sport,Cadillac,2019,"$25,500",345,Silver,Other,Automatic,FWD
2017 Jeep Compass High Altitude,Jeep,2017,"$14,749","25,033",Black,Other,Automatic,4x4/4-wheel drive
2011 Honda Odyssey EX-L,Honda,2011,"$7,995","139,880",Gray,Gray,Automatic,FWD
2018 BMW 740 i xDrive,BMW,2018,"$41,995","13,415",White,Brown,Automatic,AWD
2018 Buick Encore Preferred II,Buick,2018,"$12,900",73,Red,Other,Automatic,FWD
2019 Volkswagen Jetta 1.4T S,Volkswagen,2019,"$13,500",19,Orange,Gray,Automatic,FWD
2019 INFINITI QX30 Luxe,INFINITI,2019,"$22,991","17,232",Black,Beige,Automatic,AWD
2017 Mercedes-Benz E 300 Sport,Mercedes-Benz,2017,"$23,995","38,575",White,Other,Automatic,AWD
2014 Mercedes-Benz CLA 250 4MATIC,Mercedes-Benz,2014,"$12,495","64,950",Silver,Black,Automatic,AWD
2013 BMW 528 i xDrive,BMW,2013,"$8,992","114,296",White,Black,Automatic,AWD
2017 Toyota RAV4 XLE,Toyota,2017,"$15,999","28,002",Black,Black,Automatic,AWD
2019 Ford Transit-350 XLT,Ford,2019,"$29,995","12,234",Black,Black,Automatic,RWD
2014 Jeep Grand Cherokee Limited,Jeep,2014,"$14,994","72,562",Gray,Black,Automatic,4x4/4-wheel drive
2017 Honda Ridgeline Black Edition,Honda,2017,"$29,749","33,785",Black,Black,Automatic,AWD
2017 Subaru Forester 2.5i Premium,Subaru,2017,"$14,991","38,152",Green,Gray,CVT,AWD
2006 Chrysler Sebring Touring,Chrysler,2006,"$1,995","136,260",Silver,Beige,Automatic,FWD
2019 Dodge Grand Caravan SE,Dodge,2019,"$20,988",391,Black,Black,Automatic,FWD
2019 Jeep Compass Trailhawk,Jeep,2019,"$20,995","20,824",White,Black,Automatic,4x4/4-wheel drive
2007 Acura TSX,Acura,2007,"$5,500","96,527",Black,Black,Automatic,FWD
2019 RAM ProMaster 1500 Low Roof,RAM,2019,"$19,477","10,909",Other,Other,Automatic,FWD
2019 BMW 740 i xDrive,BMW,2019,"$38,495","21,883",Black,Black,Automatic,AWD
2017 Lexus IS 300,Lexus,2017,"$25,877","29,998",White,Red,Automatic,AWD
2017 Volkswagen Beetle 1.8T Dune,Volkswagen,2017,"$19,677","17,880",Black,Other,Automatic,FWD
