Listing,Make,Year_model,Price,Milage,Exterior_color,Interior_color,Transmission,Drivetrain
2012 Toyota Prius v Five,Toyota,2012,"$13,995","95,278",Silver,Gray,Automatic,FWD
2019 Nissan Frontier SL,Nissan,2019,"$24,998","16,944",White,Gray,Automatic,4x4/4-wheel drive
2011 Dodge Challenger SRT8,Dodge,2011,"$23,991","57,044",Blue,Gray,Manual,RWD
2019 Lincoln MKZ Standard,Lincoln,2019,"$21,997","27,583",Black,Black,Automatic,FWD
2017 Jeep Compass Latitude,Jeep,2017,"$14,950","5,223",Gray,Gray,Automatic,FWD
2018 GMC Terrain SLE,GMC,2018,"$18,950","24,850",Gray,Gray,Automatic,FWD
2018 Honda Pilot EX,Honda,2018,"$28,989","23,808",Gray,Gray,Automatic,AWD
2012 Nissan Titan PRO-4X,Nissan,2012,"$19,700","63,398",Black,Gray,Automatic,4x4/4-wheel drive
2006 Audi A6 3.2 quattro,Audi,2006,"$8,999","87,203",Green,Beige,Automatic,AWD
2014 Nissan Versa 1.6 SV,Nissan,2014,"$6,998","75,389",Silver,Black,CVT,FWD
2014 Honda Accord EX,Honda,2014,"$14,995","44,658",Silver,Gray,CVT,FWD
2018 Nissan Sentra S,Nissan,2018,"$12,415","39,095",Black,Gray,Automatic,FWD
2016 Ford Fusion Titanium,Ford,2016,"$15,274","61,224",Black,Black,Automatic,FWD
2007 Toyota RAV4 Base,Toyota,2007,"$6,995","107,758",Blue,Gray,Automatic,4x4/4-wheel drive
2013 Hyundai Sonata SE,Hyundai,2013,"$7,500","119,889",Silver,Gray,Automatic,FWD
2015 Jeep Grand Cherokee Overland,Jeep,2015,"$24,780","42,452",White,Black,Automatic,4x4/4-wheel drive
2017 Hyundai Sonata Sport,Hyundai,2017,"$17,000","23,890",Red,Gray,Automatic,FWD
2017 Ford Fusion SE,Ford,2017,"$16,495","35,630",Silver,Other,Automatic,FWD
2017 Ford Edge SEL,Ford,2017,"$26,995","13,056",White,Other,Automatic,AWD
2018 Subaru Impreza 2.0i Premium,Subaru,2018,"$17,695","34,302",Silver,Black,CVT,AWD
2019 Mercedes-Benz CLA 250 Base 4MATIC,Mercedes-Benz,2019,"$33,480","6,843",White,Black,Automatic,AWD
2016 BMW X5 xDrive50i,BMW,2016,"$27,698","59,402",Other,Other,Automatic,AWD
2019 Hyundai Kona SE,Hyundai,2019,"$18,680","18,842",Red,Black,Automatic,AWD
2017 Hyundai Elantra Sport,Hyundai,2017,"$15,900","41,306",Black,Black,Manual,FWD
2019 Mercedes-Benz GLC 300 Base,Mercedes-Benz,2019,"$45,480","2,943",White,Black,Automatic,AWD
2012 Toyota Camry SE,Toyota,2012,"$8,495","100,108",Silver,Gray,Automatic,FWD
2013 Chevrolet Tahoe LTZ,Chevrolet,2013,"$16,698","119,265",Silver,Black,Automatic,4x4/4-wheel drive
2016 Honda CR-V SE,Honda,2016,"$18,395","32,674",Red,Gray,CVT,AWD
2017 Mercedes-Benz C 300 4MATIC Sport,Mercedes-Benz,2017,"$26,480","28,236",Black,Black,Automatic,AWD
2016 Jeep Patriot Latitude,Jeep,2016,"$15,791","55,154",Red,Gray,Automatic,4x4/4-wheel drive
2010 Nissan Titan XE,Nissan,2010,"$12,999","117,198",White,Gray,Automatic,4x4/4-wheel drive
2016 Dodge Grand Caravan SE,Dodge,2016,"$12,995","67,910",Gray,Black,Automatic,FWD
2005 Hyundai Sonata GL,Hyundai,2005,"$2,994","141,057",White,Other,Automatic,FWD
2011 MINI Cooper S Countryman Base,MINI,2011,"$9,999","141,914",Blue,Black,Automatic,FWD
2016 Cadillac CTS 3.6L Luxury,Cadillac,2016,"$24,715","42,501",Red,Other,Automatic,AWD
2016 Hyundai Accent Sport,Hyundai,2016,"$9,645","69,938",Silver,Black,Automatic,FWD
2019 Hyundai Tucson Value,Hyundai,2019,"$21,125","2,035",Silver,Gray,Automatic,AWD
2013 Lincoln MKZ Base,Lincoln,2013,"$10,250","100,101",Red,Red,Automatic,FWD
2013 Ford Flex SEL,Ford,2013,"$12,995","119,700",Silver,Black,Automatic,AWD
2016 Ford Edge SEL,Ford,2016,"$21,111","36,707",White,Beige,Automatic,AWD
2016 Mazda CX-5 Sport,Mazda,2016,"$12,999","60,759",Gray,Black,Manual,FWD
2017 GMC Sierra 1500 SLT,GMC,2017,"$34,998","25,423",Black,Black,Automatic,4x4/4-wheel drive
2017 Subaru Impreza 2.0i Premium,Subaru,2017,"$15,831","51,149",Black,White,CVT,AWD
2013 Kia Soul Base,Kia,2013,"$6,604","126,708",Red,Black,Automatic,FWD
2017 Chevrolet Colorado Z71,Chevrolet,2017,"$32,988","29,995",Brown,Black,Automatic,4x4/4-wheel drive
2016 Mercedes-Benz GL 450 4MATIC,Mercedes-Benz,2016,"$31,998","42,513",White,Black,Automatic,AWD
2019 Lexus IS 300,Lexus,2019,"$32,999",203,Gray,Black,Automatic,RWD
2016 Toyota 4Runner,Toyota,2016,"$34,000","37,995",Other,Other,Automatic,4x4/4-wheel drive
2012 Dodge Grand Caravan SXT,Dodge,2012,"$5,438","172,255",Silver,Black,Automatic,FWD
2017 Subaru Crosstrek 2.0i,Subaru,2017,"$20,999","37,038",Silver,Black,Manual,AWD
2016 Chevrolet Malibu 1LT,Chevrolet,2016,"$14,995","56,961",Black,Beige,Automatic,FWD
2014 Ford Taurus SEL,Ford,2014,"$8,994","128,624",Gray,Black,Automatic,AWD
2013 Volkswagen CC 2.0T Sport Plus,Volkswagen,2013,"$10,481","78,291",Black,Beige,Automatic,FWD
2018 Dodge Durango GT,Dodge,2018,"$28,806","29,766",Gray,Black,Automatic,AWD
2017 Mazda CX-3 Grand Touring,Mazda,2017,"$19,899","30,238",Gray,Black,Automatic,AWD
2016 Chevrolet Trax LS,Chevrolet,2016,"$11,887","32,302",Black,Black,Automatic,FWD
2018 Kia Sedona LX,Kia,2018,"$26,450","28,903",White,Beige,Automatic,FWD
2019 Volkswagen Jetta 1.4T S,Volkswagen,2019,"$15,611","21,634",Black,Black,Automatic,FWD
2017 Mazda Mazda3 Touring,Mazda,2017,"$18,422","31,312",Blue,Black,Automatic,FWD
2018 Ford Focus Titanium,Ford,2018,"$15,000","40,481",Black,Other,Automatic,FWD
2016 BMW 550 i,BMW,2016,"$31,987","44,784",Silver,Other,Automatic,RWD
2013 Audi A7 3.0T Premium Plus quattro,Audi,2013,"$19,900","94,487",Silver,Black,Automatic,AWD
2017 Mercedes-Benz CLA 250 Base,Mercedes-Benz,2017,"$23,987","18,038",Black,Other,Automatic,FWD
2005 Scion tC,Scion,2005,"$4,599","118,744",Gray,Gray,Manual,FWD
2019 Volkswagen Tiguan 2.0T SE,Volkswagen,2019,"$25,627","8,762",Black,Black,Automatic,AWD
