Listing,Make,Year_model,Price,Milage,Exterior_color,Interior_color,Transmission,Drivetrain
2014 Chevrolet Spark EV 2LT,Chevrolet,2014,"$7,991","28,444",Black,Blue,Automatic,FWD
2017 Subaru Forester 2.5i Touring,Subaru,2017,"$18,899","36,042",Blue,Black,CVT,AWD
2017 Hyundai Sonata SE,Hyundai,2017,"$12,999","23,747",Black,Gray,Automatic,FWD
2011 Toyota Sienna XLE,Toyota,2011,"$14,595","65,098",Black,Gray,Automatic,FWD
2016 Hyundai Sonata SE,Hyundai,2016,"$12,899","30,740",Blue,Gray,Automatic,FWD
2016 Lexus RX 350 Base,Lexus,2016,"$25,599","29,817",Black,Beige,Automatic,FWD
2016 Nissan Rogue S,Nissan,2016,"$11,899","41,127",White,Gray,CVT,FWD
2014 BMW 428 i,BMW,2014,"$17,995","62,456",Red,Black,Automatic,RWD
2019 Hyundai Ioniq Hybrid Limited,Hyundai,2019,"$25,589","3,306",Silver,Black,Automatic,FWD
2020 Honda Odyssey EX-L,Honda,2020,"$37,900","2,670",White,Beige,Automatic,FWD
2019 INFINITI QX60 Pure,INFINITI,2019,"$23,000","34,419",Silver,Other,CVT,AWD
2017 Hyundai Santa Fe Sport 2.4L,Hyundai,2017,"$17,999","21,788",Gray,Gray,Automatic,FWD
2014 Mercedes-Benz C 250 Sport,Mercedes-Benz,2014,"$12,995","66,404",White,Other,Automatic,RWD
2016 Lexus RX 350 Base,Lexus,2016,"$26,995","43,308",Silver,Gray,Automatic,FWD
2016 Jeep Renegade Sport,Jeep,2016,"$12,988","58,833",White,Other,Automatic,4x4/4-wheel drive
2016 Mercedes-Benz CLA 250,Mercedes-Benz,2016,"$20,994","20,563",White,Other,Automatic,FWD
2018 Jeep Compass Trailhawk,Jeep,2018,"$14,888","41,597",Red,Red,Automatic,4x4/4-wheel drive
2019 Jeep Compass Limited,Jeep,2019,"$18,382","27,085",Silver,Black,Automatic,4x4/4-wheel drive
2018 Alfa Romeo Stelvio Ti,Alfa,2018,"$32,999","19,431",Blue,Black,Automatic,AWD
2017 Hyundai Santa Fe Sport 2.4L,Hyundai,2017,"$14,099","24,061",Black,Beige,Automatic,FWD
2018 Jeep Grand Cherokee Summit,Jeep,2018,"$34,655","15,608",Beige,Black,Automatic,RWD
2016 Nissan Sentra SR,Nissan,2016,"$11,399","29,678",Black,Gray,CVT,FWD
2016 Ford Edge Titanium,Ford,2016,"$16,799","66,885",Red,Beige,Automatic,FWD
2019 Toyota Corolla LE,Toyota,2019,"$13,988","14,185",Black,Black,CVT,FWD
2012 GMC Acadia Denali,GMC,2012,"$13,447","115,136",Silver,Black,Automatic,AWD
2015 Volkswagen Passat 1.8T Limited Edition,Volkswagen,2015,"$11,497","51,479",Gray,Black,Automatic,FWD
2015 Honda CR-Z Base,Honda,2015,"$9,988","51,705",Red,Black,CVT,FWD
2017 Lexus CT 200h Base,Lexus,2017,"$19,488","32,277",White,Black,CVT,FWD
2017 BMW X3 xDrive35i,BMW,2017,"$31,771","23,703",White,Black,Automatic,AWD
2014 Hyundai Elantra GT Base,Hyundai,2014,"$11,990","43,237",Silver,Black,Automatic,FWD
2018 Ford EcoSport Titanium,Ford,2018,"$14,990","40,198",Blue,Black,Automatic,4x4/4-wheel drive
2018 Mercedes-Benz E 300,Mercedes-Benz,2018,"$35,990","13,062",Black,Black,Automatic,RWD
2017 Honda Civic Sport Touring,Honda,2017,"$19,987","31,002",Gray,Other,CVT,FWD
2016 Mercedes-Benz E 400,Mercedes-Benz,2016,"$19,990","52,893",Black,Black,Automatic,RWD
2015 Nissan Sentra SV,Nissan,2015,"$8,350","79,239",Gray,Black,CVT,FWD
2016 Nissan Altima 2.5 S,Nissan,2016,"$8,995","98,201",White,Gray,CVT,FWD
2017 BMW 540 i,BMW,2017,"$43,500","20,470",Black,Black,Automatic,RWD
2016 Nissan Rogue S,Nissan,2016,"$9,899","98,416",Gray,Gray,CVT,FWD
2015 Toyota Prius c One,Toyota,2015,"$8,499","105,701",Gray,Black,CVT,FWD
2017 Mercedes-Benz AMG C 63 S,Mercedes-Benz,2017,"$53,250","30,324",Silver,Black,Automatic,RWD
2018 Dodge Challenger SXT,Dodge,2018,"$18,799","34,894",White,Black,Automatic,RWD
2017 FIAT 500e Battery Electric,FIAT,2017,"$7,499","24,993",White,Black,Automatic,FWD
2017 Kia Soul +,Kia,2017,"$9,099","77,434",White,Black,Automatic,FWD
2017 FIAT 500e Battery Electric,FIAT,2017,"$8,099","28,807",Black,Black,Automatic,FWD
2017 Kia Cadenza Premium,Kia,2017,"$17,723","34,949",White,Black,Automatic,FWD
2018 Dodge Grand Caravan GT,Dodge,2018,"$14,494","44,853",Red,Black,Automatic,FWD
2019 BMW X2 sDrive28i,BMW,2019,"$31,745","9,804",White,Black,Automatic,FWD
2018 Lexus RX 350L Premium,Lexus,2018,"$40,988",648,Silver,Black,Automatic,FWD
2013 Dodge Durango R/T,Dodge,2013,"$16,995","103,238",Silver,Black,Automatic,RWD
