Listing,Make,Year_model,Price,Milage,Exterior_color,Interior_color,Transmission,Drivetrain,City
2014 GMC Sierra 1500 SLE,GMC,2014,27000.0,33004.0,Silver,Black,Automatic,RWD,San Francisco
2013 Lexus ES 350 Base,Lexus,2013,15888.0,88979.0,Gray,Beige,Automatic,FWD,San Francisco
2018 Hyundai Santa Fe Sport 2.4L,Hyundai,2018,15839.0,51800.0,Silver,Gray,Automatic,FWD,San Francisco
2008 Chevrolet Silverado 1500 Work Truck,Chevrolet,2008,9991.0,137543.0,Black,Gray,Automatic,RWD,San Francisco
2017 Lexus CT 200h Base,Lexus,2017,19226.0,19606.0,Gray,Other,CVT,FWD,San Francisco
2017 Lexus NX 200t Base,Lexus,2017,23900.0,29282.0,Silver,Other,Automatic,FWD,San Francisco
2017 Lexus ES 350 Base,Lexus,2017,22998.0,30065.0,Gray,Black,Automatic,FWD,San Francisco
2017 Volvo XC90 T6 Inscription,Volvo,2017,42990.0,37592.0,Blue,Beige,Automatic,AWD,San Francisco
2014 Lexus GS 350 Base,Lexus,2014,21990.0,54282.0,Gray,Gray,Automatic,AWD,San Francisco
2016 Lexus ES 300h Base,Lexus,2016,21599.0,61496.0,Red,Black,CVT,FWD,San Francisco
2011 Ford E350 Super Duty XLT,Ford,2011,14998.0,35259.0,White,Gray,Automatic,RWD,San Francisco
2018 Hyundai Santa Fe Sport 2.4L,Hyundai,2018,15888.0,44097.0,Orange,Beige,Automatic,AWD,San Francisco
2015 Kia Optima LX,Kia,2015,12100.0,12553.0,Silver,Beige,Automatic,FWD,San Francisco
2017 MINI Countryman Cooper S,MINI,2017,23900.0,20358.0,Blue,Black,Automatic,FWD,San Francisco
2018 Honda Fit EX,Honda,2018,14599.0,31883.0,Silver,Black,CVT,FWD,San Francisco
2015 BMW X5 xDrive50i,BMW,2015,30990.0,53587.0,Black,Black,Automatic,AWD,San Francisco
2017 BMW X5 xDrive35d,BMW,2017,41900.0,32165.0,White,Orange,Automatic,AWD,San Francisco
2017 BMW X5 sDrive35i,BMW,2017,30900.0,44560.0,Silver,Black,Automatic,RWD,San Francisco
2017 BMW 330 i xDrive,BMW,2017,32900.0,22998.0,Gray,Black,Automatic,AWD,San Francisco
2019 Volvo XC60 T6 Momentum,Volvo,2019,37994.0,21260.0,White,Brown,Automatic,AWD,San Francisco
2017 Toyota Corolla LE,Toyota,2017,13888.0,56023.0,White,Black,CVT,FWD,San Francisco
2020 BMW 330 i,BMW,2020,39900.0,5238.0,Gray,Beige,Automatic,RWD,San Francisco
2020 BMW 530e iPerformance,BMW,2020,50900.0,4564.0,Gray,Black,Automatic,RWD,San Francisco
2017 Toyota Corolla SE,Toyota,2017,15999.0,22056.0,White,Orange,CVT,FWD,San Francisco
2017 Toyota Sienna XLE,Toyota,2017,25599.0,48418.0,White,Gray,Automatic,FWD,San Francisco
2018 Hyundai Ioniq EV Electric,Hyundai,2018,17998.0,49172.0,Silver,Black,Automatic,FWD,San Francisco
2017 Honda Civic Sport,Honda,2017,18000.0,42266.0,White,White,CVT,FWD,San Francisco
2019 Cadillac XTS Premium Luxury,Cadillac,2019,31550.0,17758.0,Black,Black,Automatic,AWD,San Francisco
2019 Chevrolet Suburban LT,Chevrolet,2019,34712.0,35694.0,Blue,Gray,Automatic,RWD,San Francisco
2019 Honda Accord LX 1.5T,Honda,2019,21489.0,4692.0,White,Black,CVT,FWD,San Francisco
2017 Subaru Outback 2.5i Premium,Subaru,2017,17953.0,72112.0,Black,White,CVT,AWD,San Francisco
2017 Honda Civic EX,Honda,2017,16500.0,18000.0,Silver,Black,CVT,FWD,San Francisco
2015 Cadillac Escalade ESV Luxury,Cadillac,2015,29495.0,110135.0,Black,Brown,Automatic,4x4/4-wheel drive,San Francisco
2019 Audi SQ5 3.0T Premium,Audi,2019,51900.0,12438.0,Gray,Black,Automatic,AWD,San Francisco
2013 Toyota 4Runner SR5,Toyota,2013,20280.0,79411.0,Black,Beige,Automatic,RWD,San Francisco
2017 Honda Pilot EX-L,Honda,2017,25000.0,69116.0,Black,Beige,Automatic,FWD,San Francisco
2019 Volkswagen Jetta GLI 2.0T 35th Anniversary Edition,Volkswagen,2019,21888.0,7395.0,White,Black,Automatic,FWD,San Francisco
2019 Cadillac XT5 Premium Luxury,Cadillac,2019,29700.0,27946.0,Gray,Black,Automatic,FWD,San Francisco
2016 Lexus IS 200t Base,Lexus,2016,22881.0,29422.0,Red,Black,Automatic,RWD,San Francisco
2016 Hyundai Veloster Turbo,Hyundai,2016,13499.0,33394.0,Gray,Black,Automatic,FWD,San Francisco
2017 FIAT 500e Battery Electric,FIAT,2017,7935.0,29793.0,White,Black,Automatic,FWD,San Francisco
2013 Lexus RX 450h Base,Lexus,2013,21995.0,61852.0,Gold,Beige,CVT,FWD,San Francisco
2015 Ford Transit Connect XL,Ford,2015,17592.0,31001.0,White,Black,Automatic,FWD,San Francisco
2016 Jeep Renegade Sport,Jeep,2016,14494.0,37662.0,White,Black,Automatic,4x4/4-wheel drive,San Francisco
2015 Ford Focus SE,Ford,2015,8491.0,80072.0,White,Gray,Automatic,FWD,San Francisco
2018 Hyundai Elantra SEL,Hyundai,2018,12000.0,41732.0,Blue,Gray,Automatic,FWD,San Francisco
2017 Audi A4 Premium Plus,Audi,2017,24220.0,39575.0,Gray,Brown,Automatic,AWD,San Francisco
2019 INFINITI QX80 LUXE,INFINITI,2019,42700.0,18335.0,Black,Gray,Automatic,AWD,San Francisco
2018 Mercedes-Benz SLC 300 Base,Mercedes-Benz,2018,28600.0,25278.0,Black,Black,Automatic,RWD,San Francisco
2019 Chrysler 300 S,Chrysler,2019,22300.0,13494.0,Black,Black,Automatic,AWD,San Francisco
2019 Kia Optima LX,Kia,2019,13800.0,32413.0,White,Black,Automatic,FWD,San Francisco
2016 Chevrolet Volt Premier,Chevrolet,2016,16350.0,24440.0,Red,Black,Automatic,FWD,San Francisco
2016 Ford Fiesta SE,Ford,2016,9300.0,16356.0,Blue,Black,Automatic,FWD,San Francisco
2019 BMW X3 sDrive30i,BMW,2019,26900.0,32913.0,White,Other,Automatic,RWD,San Francisco
2019 Hyundai Elantra SEL,Hyundai,2019,12300.0,24840.0,Black,Gray,Automatic,FWD,San Francisco
2019 Chevrolet Cruze LT,Chevrolet,2019,12800.0,31482.0,Silver,Black,Automatic,FWD,San Francisco
2019 Ford Fiesta SE,Ford,2019,9900.0,28142.0,Black,Black,Automatic,FWD,San Francisco
2007 BMW M6,BMW,2007,22988.0,44805.0,Black,Black,Automatic,RWD,San Francisco
2017 BMW 330 i,BMW,2017,19000.0,43616.0,Black,Beige,Automatic,RWD,San Francisco
2003 Lexus LS 430,Lexus,2003,6988.0,127938.0,White,White,Automatic,RWD,San Francisco
2015 Hyundai Sonata SE,Hyundai,2015,9500.0,88835.0,Red,Gray,Automatic,FWD,San Francisco
2018 BMW 430 Gran Coupe i,BMW,2018,29500.0,30546.0,Blue,Black,Automatic,RWD,San Francisco
2019 Nissan Sentra S,Nissan,2019,13995.0,5744.0,Gray,Gray,CVT,FWD,San Francisco
2017 Toyota Camry Hybrid LE,Toyota,2017,18995.0,24311.0,Red,Gray,CVT,FWD,San Francisco
2014 Mercedes-Benz GLK 350 4MATIC,Mercedes-Benz,2014,15995.0,86315.0,Blue,Beige,Automatic,AWD,San Francisco
2019 Toyota RAV4 Hybrid XLE,Toyota,2019,27981.0,20336.0,White,Black,CVT,AWD,San Francisco
2019 Lexus ES 300h 300H,Lexus,2019,37999.0,10329.0,Silver,Black,CVT,FWD,San Francisco
2019 Lexus RX 350 350,Lexus,2019,38500.0,7816.0,White,Black,Automatic,AWD,San Francisco
2014 Nissan Maxima S,Nissan,2014,10999.0,83535.0,Black,Other,CVT,FWD,San Francisco
2015 Chevrolet City Express 1LT,Chevrolet,2015,9800.0,85500.0,White,Gray,Automatic,4x2/2-wheel drive,San Francisco
2019 Hyundai Accent SE,Hyundai,2019,11900.0,30969.0,Beige,Black,Automatic,FWD,San Francisco
2019 Honda Pilot Touring 7-Passenger,Honda,2019,32988.0,19254.0,White,Black,Automatic,FWD,San Francisco
2013 Audi A4 2.0T Premium quattro,Audi,2013,8999.0,120197.0,Black,Black,Automatic,AWD,San Francisco
2017 Audi S5 3.0T quattro,Audi,2017,31998.0,36121.0,Blue,Black,Automatic,AWD,San Francisco
2016 Lexus RX 350 Base,Lexus,2016,24800.0,81872.0,Silver,Black,Automatic,FWD,San Francisco
2017 Honda Civic Si,Honda,2017,17998.0,13748.0,Blue,Black,Manual,FWD,San Francisco
2016 Ford Fiesta ST,Ford,2016,14495.0,28437.0,Black,Black,Manual,FWD,San Francisco
2009 Audi A5 3.2 quattro,Audi,2009,10500.0,80532.0,Silver,Gray,Automatic,AWD,San Francisco
2016 Audi SQ5 Premium Plus,Audi,2016,29988.0,31920.0,Black,Black,Automatic,AWD,San Francisco
2017 Subaru Forester 2.0XT Touring,Subaru,2017,24995.0,53168.0,Silver,Black,CVT,AWD,San Francisco
2014 GMC Sierra 1500 SLT,GMC,2014,26990.0,70230.0,Green,Black,Automatic,RWD,San Francisco
2020 Toyota 4Runner TRD Off Road,Toyota,2020,37983.0,4958.0,Silver,Black,Automatic,4x4/4-wheel drive,San Francisco
2018 GMC Yukon XL SLT,GMC,2018,41400.0,38801.0,Gray,Black,Automatic,RWD,San Francisco
2016 Chevrolet Silverado 1500 LTZ,Chevrolet,2016,35500.0,54168.0,Blue,Black,Automatic,4x4/4-wheel drive,San Francisco
2010 Lexus RX 350 Base,Lexus,2010,14700.0,77432.0,Silver,Other,Automatic,AWD,San Francisco
2016 Kia Soul EV +,Kia,2016,11999.0,55943.0,Gray,Gray,Automatic,FWD,San Francisco
2019 Ford Fusion Hybrid SE,Ford,2019,15500.0,34884.0,Silver,Black,CVT,FWD,San Francisco
2016 Mazda Mazda3 s Grand Touring,Mazda,2016,14973.0,39605.0,Gray,Black,Automatic,FWD,San Francisco
2019 Dodge Durango GT,Dodge,2019,26737.0,28833.0,Gray,Other,Automatic,AWD,San Francisco
2018 Chevrolet Suburban LT,Chevrolet,2018,30999.0,51246.0,Silver,Black,Automatic,RWD,San Francisco
2018 Nissan Altima 2.5 SV,Nissan,2018,13322.0,42763.0,Gray,Other,CVT,FWD,San Francisco
2015 Nissan 370Z NISMO Tech,Nissan,2015,25664.0,43714.0,Black,Other,Automatic,RWD,San Francisco
2015 Toyota Tundra Limited,Toyota,2015,28989.0,21942.0,Gray,Other,Automatic,RWD,San Francisco
2014 BMW 428 i,BMW,2014,16699.0,53319.0,Blue,Other,Automatic,RWD,San Francisco
2018 Nissan Rogue SL,Nissan,2018,16381.0,43671.0,Black,Black,CVT,FWD,San Francisco
2017 Ford Expedition XLT,Ford,2017,27390.0,38160.0,Black,Black,Automatic,4x4/4-wheel drive,San Francisco
2017 Porsche Cayenne,Porsche,2017,46882.0,30586.0,Silver,Other,Automatic,AWD,San Francisco
2018 Kia Soul +,Kia,2018,10388.0,70045.0,Green,Black,Automatic,FWD,San Francisco
2018 Nissan Versa 1.6 SV,Nissan,2018,9490.0,39415.0,White,Gray,CVT,FWD,San Francisco
2019 Lexus ES 350 F Sport,Lexus,2019,39500.0,3229.0,White,Black,Automatic,FWD,San Francisco
2019 Mercedes-Benz E 450,Mercedes-Benz,2019,58994.0,1075.0,White,Beige,Automatic,AWD,San Francisco
2018 BMW 530e iPerformance,BMW,2018,33990.0,37167.0,White,Black,Automatic,RWD,San Francisco
2017 Toyota Sienna XLE,Toyota,2017,26400.0,33246.0,Gray,Gray,Automatic,FWD,San Francisco
2014 Mercedes-Benz GL 450 4MATIC,Mercedes-Benz,2014,26900.0,69877.0,White,Beige,Automatic,AWD,San Francisco
2017 Chevrolet Bolt EV LT,Chevrolet,2017,18800.0,53621.0,Blue,Gray,Automatic,FWD,San Francisco
2011 Mercedes-Benz SL 550,Mercedes-Benz,2011,26599.0,50124.0,White,Black,Automatic,RWD,San Francisco
2010 Mercedes-Benz GLK 350 4MATIC,Mercedes-Benz,2010,13484.0,56518.0,Gray,Black,Automatic,AWD,San Francisco
2013 Toyota Prius v Two,Toyota,2013,13390.0,57129.0,Gray,Gray,CVT,FWD,San Francisco
2019 Hyundai Elantra SEL,Hyundai,2019,11921.0,36530.0,Gray,Black,Automatic,FWD,San Francisco
2017 Volkswagen Golf TSI S 4-Door,Volkswagen,2017,13917.0,29079.0,Gray,Black,Automatic,FWD,San Francisco
2019 Mazda CX-3 Touring,Mazda,2019,18077.0,17798.0,Black,Black,Automatic,FWD,San Francisco
2013 Ford Explorer Limited,Ford,2013,12994.0,129819.0,Black,Black,Automatic,4x4/4-wheel drive,San Francisco
2012 Toyota Sienna LE,Toyota,2012,15888.0,58162.0,Blue,Gray,Automatic,FWD,San Francisco
2017 GMC Canyon SLT,GMC,2017,27983.0,23227.0,Silver,Black,Automatic,RWD,San Francisco
2012 BMW 328 i,BMW,2012,9900.0,101020.0,Black,Black,Automatic,RWD,San Francisco
2017 GMC Terrain SLE-2,GMC,2017,20926.0,22328.0,Black,Black,Automatic,AWD,San Francisco
2016 Ford Escape SE,Ford,2016,14888.0,27860.0,White,Beige,Automatic,FWD,San Francisco
2017 BMW X3 xDrive35i,BMW,2017,33900.0,18552.0,Silver,Black,Automatic,AWD,San Francisco
2017 Volkswagen Golf GTI S 4-Door,Volkswagen,2017,16300.0,31348.0,Black,Black,Automanual,FWD,San Francisco
2007 Lexus ES 350,Lexus,2007,12590.0,70374.0,White,Beige,Automatic,FWD,San Francisco
2016 Land Rover Range Rover,Land Rover,2016,49888.0,53539.0,Gray,Black,Automatic,4x4/4-wheel drive,San Francisco
2013 Toyota RAV4 XLE,Toyota,2013,14198.0,87465.0,Black,Black,Automatic,AWD,San Francisco
2017 BMW X1 xDrive 28i,BMW,2017,23900.0,29252.0,Silver,Black,Automatic,AWD,San Francisco
2017 Audi Q3 2.0T Premium Plus,Audi,2017,19450.0,35884.0,White,Black,Automatic,FWD,San Francisco
2015 Audi Q7 3.0 TDI Premium Plus,Audi,2015,29990.0,37780.0,Gray,Black,Automatic,AWD,San Francisco
2016 Volkswagen Beetle 1.8T Classic,Volkswagen,2016,12998.0,43330.0,Gray,Beige,Automatic,FWD,San Francisco
2014 Volkswagen Tiguan Auto S,Volkswagen,2014,8998.0,81548.0,Silver,Beige,Automatic,FWD,San Francisco
2013 Audi S5 3.0T Prestige quattro,Audi,2013,23590.0,62347.0,Gray,Black,Automatic,AWD,San Francisco
2017 Mercedes-Benz AMG C 63 S,Mercedes-Benz,2017,57990.0,10344.0,Silver,Black,Automatic,RWD,San Francisco
2017 Volkswagen Beetle 1.8T Classic,Volkswagen,2017,15998.0,43740.0,Gray,Beige,Automatic,FWD,San Francisco
2019 Lexus RX 350 350,Lexus,2019,39988.0,6130.0,Silver,Black,Automatic,AWD,San Francisco
2019 Chevrolet Silverado 1500 LD 1LT,Chevrolet,2019,24000.0,23742.0,White,Gray,Automatic,RWD,San Francisco
2020 Mercedes-Benz GLE 350 Base 4MATIC,Mercedes-Benz,2020,56688.0,9076.0,Green,Black,Automatic,AWD,San Francisco
2019 Lexus ES 350 F Sport,Lexus,2019,37888.0,10672.0,Silver,Black,Automatic,FWD,San Francisco
2019 Audi Q5 2.0T Premium,Audi,2019,32800.0,18506.0,Black,Black,Automatic,AWD,San Francisco
2017 Mercedes-Benz GLA 250 Base 4MATIC,Mercedes-Benz,2017,23588.0,28860.0,White,Beige,Automatic,AWD,San Francisco
2020 Mercedes-Benz GLE 350 Base 4MATIC,Mercedes-Benz,2020,57650.0,7004.0,Silver,Black,Automatic,AWD,San Francisco
2019 Jeep Grand Cherokee Limited,Jeep,2019,29981.0,18584.0,Gray,Black,Automatic,4x4/4-wheel drive,San Francisco
2019 Lexus RX 350 350,Lexus,2019,39888.0,11851.0,Gray,Gray,Automatic,AWD,San Francisco
2017 Audi SQ5 3.0T Premium Plus,Audi,2017,32999.0,29686.0,Silver,Black,Automatic,AWD,San Francisco
2017 FIAT 500e Battery Electric,FIAT,2017,7935.0,19589.0,White,Black,Automatic,FWD,San Francisco
2016 Toyota Corolla S Plus,Toyota,2016,13400.0,57168.0,White,Black,CVT,FWD,San Francisco
2017 Acura RDX Advance Package,Acura,2017,24899.0,27065.0,White,Black,Automatic,AWD,San Francisco
2019 Mazda CX-3 Touring,Mazda,2019,17893.0,34846.0,Black,Black,Automatic,FWD,San Francisco
2019 INFINITI QX60 Luxe,INFINITI,2019,26999.0,26044.0,Black,Gray,CVT,AWD,San Francisco
2015 Mercedes-Benz C 300,Mercedes-Benz,2015,17350.0,56738.0,Gray,Black,Automatic,AWD,San Francisco
2014 Audi A4 2.0T Premium,Audi,2014,12250.0,71300.0,Black,Black,CVT,FWD,San Francisco
2019 Nissan Versa SV,Nissan,2019,11100.0,15868.0,Red,Gray,CVT,FWD,San Francisco
2020 Kia Optima LX,Kia,2020,16700.0,12325.0,Gray,Black,Automatic,FWD,San Francisco
2014 Toyota Sienna LE,Toyota,2014,11500.0,105436.0,Silver,Gray,Automatic,FWD,San Francisco
2012 Kia Optima EX,Kia,2012,10500.0,49022.0,Purple,Beige,Automatic,FWD,San Francisco
2014 Chevrolet Volt Base,Chevrolet,2014,9950.0,55108.0,Gray,Black,Automatic,FWD,San Francisco
2015 Audi Q3 2.0T Prestige,Audi,2015,18850.0,49397.0,Gray,Brown,Automatic,AWD,San Francisco
2019 Nissan Rogue SV,Nissan,2019,16400.0,35672.0,White,Gray,CVT,AWD,San Francisco
2014 BMW 320 i xDrive,BMW,2014,11950.0,56128.0,Brown,Beige,Automatic,AWD,San Francisco
2016 Toyota Camry LE,Toyota,2016,12500.0,49784.0,White,Black,Automatic,FWD,San Francisco
2019 Kia Optima LX,Kia,2019,14000.0,29070.0,Blue,Black,Automatic,FWD,San Francisco
2019 Kia Sorento LX,Kia,2019,16790.0,42246.0,Gray,Black,Automatic,FWD,San Francisco
2019 GMC Terrain SLT,GMC,2019,18900.0,33457.0,Silver,Black,Automatic,FWD,San Francisco
2019 Toyota Camry LE,Toyota,2019,17400.0,21319.0,White,Black,Automatic,FWD,San Francisco
2012 Honda Pilot EX-L,Honda,2012,11950.0,109144.0,Silver,Gray,Automatic,FWD,San Francisco
2014 Toyota Corolla S Plus,Toyota,2014,9950.0,104749.0,White,Black,CVT,FWD,San Francisco
2019 Nissan Altima 2.5 S,Nissan,2019,15800.0,12687.0,White,Gray,CVT,FWD,San Francisco
2018 Chevrolet Impala 2LZ,Chevrolet,2018,17300.0,42614.0,Silver,Black,Automatic,FWD,San Francisco
2019 Ford Explorer Limited,Ford,2019,26297.0,26335.0,Gray,Black,Automatic,FWD,San Francisco
2016 Honda Fit EX,Honda,2016,11800.0,78000.0,Blue,Other,CVT,FWD,San Francisco
2017 BMW X5 xDrive35i,BMW,2017,31000.0,41806.0,White,Black,Automatic,AWD,San Francisco
2017 Volvo XC90 T6 AWD 7-PASSENGER MOMENTUM,Volvo,2017,42995.0,27871.0,Blue,Orange,Automatic,AWD,San Francisco
2018 Chevrolet Suburban LT,Chevrolet,2018,33485.0,34502.0,Silver,Black,Automatic,RWD,San Francisco
2019 Lexus RX 450hL 450HL,Lexus,2019,47300.0,12677.0,Silver,Black,CVT,AWD,San Francisco
2016 BMW M5 Base,BMW,2016,43998.0,47465.0,White,Black,Automatic,RWD,San Francisco
2020 Lexus NX 300h Base,Lexus,2020,37668.0,7556.0,Gray,Black,CVT,AWD,San Francisco
2019 Lexus ES 350 350,Lexus,2019,35310.0,13531.0,White,Black,Automatic,FWD,San Francisco
2017 Nissan Maxima 3.5 SL,Nissan,2017,18961.0,51261.0,Gray,Gray,CVT,FWD,San Francisco
2016 Kia Optima EX,Kia,2016,14999.0,16572.0,Silver,Gray,Automatic,FWD,San Francisco
2017 Dodge Durango R/T,Dodge,2017,37995.0,24331.0,Gray,Black,Automatic,RWD,San Francisco
2017 BMW 330e iPerformance,BMW,2017,22988.0,30612.0,Black,White,Automatic,RWD,San Francisco
2016 Audi Q5 2.0T Premium,Audi,2016,17998.0,49718.0,Gray,Gray,Automatic,AWD,San Francisco
2015 Jeep Grand Cherokee SRT,Jeep,2015,39250.0,68316.0,White,Black,Automatic,4x4/4-wheel drive,San Francisco
2019 INFINITI QX50 ESSENTIAL,INFINITI,2019,35990.0,15467.0,Silver,Gray,Automatic,AWD,San Francisco
2010 Nissan Murano LE,Nissan,2010,9999.0,136299.0,White,Beige,CVT,AWD,San Francisco
2016 Subaru WRX Base,Subaru,2016,21750.0,39276.0,Gray,Black,Manual,AWD,San Francisco
2010 Toyota Prius IV,Toyota,2010,9900.0,65000.0,Red,Gray,CVT,FWD,San Francisco
2018 Jeep Grand Cherokee Overland,Jeep,2018,31994.0,10267.0,Black,Brown,Automatic,RWD,San Francisco
2016 Acura TLX V6,Acura,2016,20700.0,26894.0,Gray,Black,Automatic,FWD,San Francisco
2014 Hyundai Sonata GLS,Hyundai,2014,10995.0,56236.0,White,Beige,Automatic,FWD,San Francisco
2013 Tesla Model S Base,Tesla,2013,33995.0,37484.0,White,Black,Automatic,RWD,San Francisco
2019 Hyundai Elantra SEL,Hyundai,2019,14500.0,35406.0,Silver,Gray,Automatic,FWD,San Francisco
2013 Toyota Prius Plug-in,Toyota,2013,8482.0,126327.0,Green,Other,CVT,FWD,San Francisco
2017 Hyundai Elantra Limited,Hyundai,2017,11500.0,64021.0,Red,Gray,Automatic,FWD,San Francisco
2017 Nissan Sentra SL,Nissan,2017,14500.0,10900.0,Gray,Gray,CVT,FWD,San Francisco
2015 Honda Fit EX,Honda,2015,12384.0,44314.0,Gray,Black,Manual,FWD,San Francisco
2009 Mercedes-Benz SL550 Roadster,Mercedes-Benz,2009,22500.0,75202.0,Blue,Black,Automatic,RWD,San Francisco
2014 Chevrolet Camaro 1LS,Chevrolet,2014,11999.0,83391.0,Black,Other,Manual,RWD,San Francisco
2018 Toyota Prius Three,Toyota,2018,21989.0,21616.0,Black,Other,CVT,FWD,San Francisco
2015 Toyota Tacoma TRD Pro,Toyota,2015,26988.0,48364.0,Silver,Other,Automatic,4x4/4-wheel drive,San Francisco
2012 Chevrolet Equinox 1LT,Chevrolet,2012,8353.0,106503.0,White,Other,Automatic,FWD,San Francisco
2016 Ford Edge Titanium,Ford,2016,18989.0,61051.0,White,Other,Automatic,AWD,San Francisco
2006 Chevrolet HHR LT,Chevrolet,2006,6887.0,63409.0,Other,Other,Automatic,FWD,San Francisco
2018 Jeep Wrangler JK Unlimited Sport,Jeep,2018,26999.0,26056.0,Gray,Other,Automatic,4x4/4-wheel drive,San Francisco
2017 Nissan Altima 2.5 S,Nissan,2017,11988.0,34918.0,Silver,Gray,CVT,FWD,San Francisco
2010 Chevrolet Express 2500 Work Van,Chevrolet,2010,9995.0,162819.0,White,Gray,Automatic,RWD,San Francisco
2009 MINI Cooper S,MINI,2009,5498.0,129613.0,White,Black,Automatic,FWD,San Francisco
2007 Volvo XC90 3.2,Volvo,2007,5998.0,91828.0,Black,Beige,Automatic,FWD,San Francisco
2014 Porsche Panamera 4S,Porsche,2014,38900.0,71023.0,White,Black,Automatic,AWD,San Francisco
2016 Dodge Challenger SRT Hellcat,Dodge,2016,47900.0,27258.0,Gray,Black,Automatic,RWD,San Francisco
2019 Subaru Impreza 2.0i Sport,Subaru,2019,22790.0,4017.0,Black,Black,CVT,AWD,San Francisco
2019 Ford Edge Titanium,Ford,2019,27330.0,23416.0,Black,Other,Automatic,FWD,San Francisco
2019 Ford Explorer Limited,Ford,2019,33999.0,27002.0,Gray,Other,Automatic,4x4/4-wheel drive,San Francisco
2019 Jeep Wrangler Unlimited Sahara,Jeep,2019,36900.0,10200.0,Gray,Black,Automatic,4x4/4-wheel drive,San Francisco
2017 Honda CR-V EX-L,Honda,2017,24884.0,25697.0,Gray,Gray,CVT,AWD,San Francisco
2018 Buick Encore Preferred II,Buick,2018,17999.0,22328.0,White,Black,Automatic,AWD,San Francisco
2019 Mazda CX-5 Grand Touring,Mazda,2019,24756.0,21711.0,Silver,Black,Automatic,FWD,San Francisco
2011 Nissan Juke SL,Nissan,2011,7999.0,88298.0,Blue,Other,CVT,AWD,San Francisco
2010 Dodge Grand Caravan SXT,Dodge,2010,7991.0,98813.0,Silver,Black,Automatic,FWD,San Francisco
2017 Audi A7 Prestige,Audi,2017,39994.0,16409.0,White,Other,Automatic,AWD,San Francisco
2008 Porsche Cayman,Porsche,2008,19298.0,77487.0,Black,Black,Automatic,RWD,San Francisco
2017 BMW 320 i,BMW,2017,19500.0,20625.0,Gray,Black,Automatic,RWD,San Francisco
2017 BMW 430 i,BMW,2017,31900.0,43226.0,Gray,Black,Automatic,RWD,San Francisco
2015 Audi RS 7 4.0T Prestige,Audi,2015,57990.0,36955.0,Black,Black,Automatic,AWD,San Francisco
2016 Land Rover Range Rover Sport Supercharged HSE,Land Rover,2016,43994.0,15766.0,Blue,Other,Automatic,4x4/4-wheel drive,San Francisco
2015 Cadillac Escalade Premium,Cadillac,2015,39781.0,61234.0,White,Gray,Automatic,4x4/4-wheel drive,San Francisco
2006 INFINITI G35 Base,INFINITI,2006,6798.0,185530.0,Black,Black,Automatic,RWD,San Francisco
2019 Kia Soul +,Kia,2019,11899.0,34206.0,Silver,Black,Automatic,FWD,San Francisco
2018 Jaguar F-PACE 20d R-Sport,Jaguar,2018,46900.0,22260.0,Black,Black,Automatic,AWD,San Francisco
2016 Dodge Durango Limited,Dodge,2016,16995.0,99035.0,Gray,Black,Automatic,AWD,San Francisco
2012 Volkswagen Beetle 2.0T Turbo Launch Edition,Volkswagen,2012,9998.0,99042.0,White,Red,Automatic,FWD,San Francisco
2014 Cadillac Escalade Premium,Cadillac,2014,20888.0,99750.0,Black,Black,Automatic,AWD,San Francisco
2019 Toyota 4Runner SR5,Toyota,2019,33981.0,21006.0,Black,Black,Automatic,4x4/4-wheel drive,San Francisco
2017 Lexus RX 450h 450H,Lexus,2017,29988.0,71926.0,Silver,Gray,CVT,AWD,San Francisco
2018 Mercedes-Benz CLA 250 Base,Mercedes-Benz,2018,22650.0,29402.0,Blue,Black,Automatic,FWD,San Francisco
2019 Mazda MX-5 Miata RF Grand Touring,Mazda,2019,26779.0,10151.0,Red,Black,Manual,RWD,San Francisco
2017 GMC Acadia SLT-1,GMC,2017,20995.0,41240.0,Silver,Black,Automatic,FWD,San Francisco
2020 Honda Civic Si Base,Honda,2020,23991.0,10557.0,Silver,Other,Manual,FWD,San Francisco
2018 Ford Fusion Hybrid SE,Ford,2018,15688.0,29797.0,White,Black,CVT,FWD,San Francisco
2017 Honda CR-V LX,Honda,2017,18000.0,34936.0,Silver,Gray,CVT,FWD,San Francisco
2017 Toyota Highlander SE,Toyota,2017,32481.0,20286.0,White,Black,Automatic,AWD,San Francisco
2017 Honda Accord Sport,Honda,2017,18000.0,34745.0,White,Black,CVT,FWD,San Francisco
2019 Toyota Corolla LE,Toyota,2019,13981.0,40400.0,Black,Black,CVT,FWD,San Francisco
2013 Lexus CT 200h Base,Lexus,2013,14998.0,78579.0,Blue,Black,CVT,FWD,San Francisco
2019 Chevrolet Impala Premier 2LZ,Chevrolet,2019,19200.0,31593.0,Black,Black,Automatic,FWD,San Francisco
2019 Ford Fiesta SE,Ford,2019,10000.0,24566.0,Black,Black,Automatic,FWD,San Francisco
2017 Honda CR-V EX-L,Honda,2017,21950.0,35207.0,Black,White,CVT,AWD,San Francisco
2017 Honda CR-V Touring,Honda,2017,23950.0,20703.0,White,White,CVT,FWD,San Francisco
2020 Kia Optima LX,Kia,2020,16800.0,9675.0,Silver,Black,Automatic,FWD,San Francisco
2016 BMW 340 i,BMW,2016,22950.0,23546.0,White,Black,Automatic,RWD,San Francisco
