Listing,Make,Year_model,Price,Milage,Exterior_color,Interior_color,Transmission,Drivetrain,City
2007 Cadillac XLR,Cadillac,2007,18495.0,67973.0,Silver,Beige,Automatic,RWD,Boston
2012 Nissan Maxima SV,Nissan,2012,9900.0,99566.0,White,Beige,CVT,FWD,Boston
2014 BMW 640 Gran Coupe i,BMW,2014,25495.0,63634.0,Red,White,Automatic,RWD,Boston
2018 RAM ProMaster 1500 Base,RAM,2018,20000.0,39966.0,White,Gray,Automatic,FWD,Boston
2019 Hyundai Tucson SE,Hyundai,2019,16556.0,26826.0,Red,Black,Automatic,AWD,Boston
2005 Saturn Ion 3,Saturn,2005,2995.0,95040.0,Green,Gray,Automatic,FWD,Boston
2009 BMW 128 i,BMW,2009,8900.0,88115.0,White,Gray,Manual,RWD,Boston
2007 Honda Odyssey EX,Honda,2007,6975.0,45200.0,Gold,Gray,Automatic,FWD,Boston
2010 Ford Ranger Sport,Ford,2010,9995.0,33000.0,Gray,Black,Automatic,4x4/4-wheel drive,Boston
2007 Toyota Camry Solara SE,Toyota,2007,7995.0,69652.0,Silver,Other,Automatic,FWD,Boston
2016 Kia Sedona SX-L,Kia,2016,19576.0,49979.0,Brown,Red,Automatic,FWD,Boston
2016 Kia Sorento LX,Kia,2016,12987.0,61828.0,Black,Other,Automatic,AWD,Boston
2004 Hummer H2,Hummer,2004,12495.0,141000.0,Red,Beige,Automatic,4x4/4-wheel drive,Boston
2019 Mazda CX-5 Grand Touring,Mazda,2019,25500.0,13405.0,Black,Black,Automatic,AWD,Boston
2003 Buick LeSabre Limited,Buick,2003,4980.0,69181.0,Gray,Gray,Automatic,FWD,Boston
2012 Nissan Juke SV,Nissan,2012,9995.0,50708.0,Black,Black,CVT,AWD,Boston
2019 Ford Fusion Hybrid Titanium,Ford,2019,17928.0,37657.0,White,Black,CVT,FWD,Boston
2011 Mercedes-Benz R 350 4MATIC,Mercedes-Benz,2011,14777.0,85410.0,Gray,Gray,Automatic,AWD,Boston
2017 Genesis G80 3.8,Genesis,2017,26438.0,30201.0,White,Gray,Automatic,AWD,Boston
2017 Lincoln MKC Select,Lincoln,2017,18990.0,22580.0,Black,Black,Automatic,AWD,Boston
2017 Hyundai Azera Base,Hyundai,2017,15590.0,40709.0,Silver,Black,Automatic,FWD,Boston
2018 Volvo XC90 Hybrid T8 Inscription,Volvo,2018,43390.0,40481.0,White,Brown,Automatic,AWD,Boston
2018 Volkswagen Atlas 3.6L SEL,Volkswagen,2018,31995.0,5405.0,White,Beige,Automatic,AWD,Boston
2006 Pontiac Solstice,Pontiac,2006,7995.0,78842.0,Silver,Black,Automatic,RWD,Boston
2019 Subaru Ascent Touring 7-Passenger,Subaru,2019,36498.0,5240.0,White,Brown,CVT,AWD,Boston
2019 Subaru Ascent Touring 7-Passenger,Subaru,2019,33998.0,16993.0,Black,Brown,CVT,AWD,Boston
2016 Subaru Legacy 3.6R Limited,Subaru,2016,16498.0,30592.0,Blue,White,CVT,AWD,Boston
2019 Subaru Ascent Premium 8-Passenger,Subaru,2019,30498.0,12127.0,White,Black,CVT,AWD,Boston
2019 Subaru Outback 2.5i Limited,Subaru,2019,25498.0,8623.0,Silver,Black,CVT,AWD,Boston
2019 Subaru Ascent Limited 8-Passenger,Subaru,2019,32498.0,9563.0,Gray,Black,CVT,AWD,Boston
2017 Subaru Legacy 2.5i Premium,Subaru,2017,14998.0,15601.0,Silver,Black,CVT,AWD,Boston
2016 Subaru Crosstrek Hybrid Touring,Subaru,2016,17498.0,49289.0,Blue,White,CVT,AWD,Boston
2019 Subaru Ascent Limited 7-Passenger,Subaru,2019,32998.0,6220.0,Black,Black,CVT,AWD,Boston
2018 Subaru Outback 3.6R Touring,Subaru,2018,25498.0,8822.0,White,Brown,CVT,AWD,Boston
2018 Volkswagen Golf SportWagen TSI SEL,Volkswagen,2018,18995.0,13928.0,Gray,Black,Automatic,FWD,Boston
2019 Subaru Ascent Limited 7-Passenger,Subaru,2019,31498.0,8873.0,Gray,Black,CVT,AWD,Boston
2012 Volvo C30 T5,Volvo,2012,7199.0,103675.0,Silver,Black,Automatic,FWD,Boston
2005 Buick LeSabre Custom,Buick,2005,1500.0,99000.0,Beige,Beige,Automanual,FWD,Boston
2011 Nissan Juke SL,Nissan,2011,9399.0,48757.0,Silver,Other,CVT,AWD,Boston
2014 Hyundai Veloster Base,Hyundai,2014,7799.0,84033.0,White,Black,Manual,FWD,Boston
2008 Jeep Liberty Limited,Jeep,2008,4395.0,112100.0,Gray,Gray,Automatic,4x4/4-wheel drive,Boston
2012 Chevrolet Equinox LS,Chevrolet,2012,8999.0,76432.0,White,Black,Automatic,AWD,Boston
2017 Audi TTS 2.0T quattro,Audi,2017,35699.0,33548.0,Gray,Black,Automatic,AWD,Boston
2003 Land Rover Discovery SE,Land Rover,2003,17898.0,82907.0,Blue,Beige,Automatic,4x4/4-wheel drive,Boston
2014 Jeep Wrangler Sport,Jeep,2014,21990.0,54799.0,Red,Black,Manual,4x4/4-wheel drive,Boston
2010 Chrysler 300C 300S V8,Chrysler,2010,12790.0,53729.0,Black,Black,Automatic,RWD,Boston
2011 Nissan Versa 1.8 SL,Nissan,2011,4695.0,113723.0,Silver,Black,CVT,FWD,Boston
2013 Land Rover LR2 Base,Land Rover,2013,13099.0,71171.0,Black,Black,Automatic,4x4/4-wheel drive,Boston
2004 Chevrolet SSR Base,Chevrolet,2004,16989.0,84043.0,Yellow,Black,Automatic,RWD,Boston
2016 Maserati Ghibli S Q4,Maserati,2016,31990.0,33612.0,Black,Other,Automatic,AWD,Boston
2014 Cadillac XTS Luxury,Cadillac,2014,12999.0,82729.0,Blue,Gray,Automatic,AWD,Boston
2015 Acura RLX Technology Package,Acura,2015,17499.0,56023.0,Gray,Gray,Automatic,FWD,Boston
2017 Hyundai Santa Fe Sport 2.4L,Hyundai,2017,17997.0,25824.0,Black,Gray,Automatic,AWD,Boston
2008 BMW Z4 3.0si,BMW,2008,15000.0,78733.0,Black,Black,Manual,RWD,Boston
2006 Volkswagen New Beetle 2.5,Volkswagen,2006,5900.0,113417.0,Beige,Beige,Automatic,FWD,Boston
2007 Jeep Commander Sport,Jeep,2007,4500.0,175174.0,Red,Gray,Automatic,4x4/4-wheel drive,Boston
2009 Cadillac DTS 1SE,Cadillac,2009,7495.0,90607.0,Black,Black,Automatic,FWD,Boston
2010 Ford Transit Connect XLT,Ford,2010,6999.0,105589.0,White,Gray,Automatic,FWD,Boston
2016 Hyundai Genesis 3.8,Hyundai,2016,27900.0,13854.0,Gray,White,Automatic,AWD,Boston
2008 Volvo S40 2.4i,Volvo,2008,5499.0,105037.0,Blue,Beige,Automatic,FWD,Boston
2014 Acura ILX 2.0L Technology,Acura,2014,12697.0,58240.0,White,Gray,Automatic,FWD,Boston
2014 Dodge Dart GT,Dodge,2014,10697.0,52285.0,Red,Black,Automatic,FWD,Boston
2019 Buick Enclave Essence,Buick,2019,29721.0,24677.0,White,Gray,Automatic,AWD,Boston
2019 Acura MDX Sport Hybrid 3.0L w/Technology Package,Acura,2019,35911.0,33177.0,White,Other,Automatic,AWD,Boston
2019 Buick Enclave Essence,Buick,2019,29722.0,23664.0,Gray,Gray,Automatic,AWD,Boston
2007 Chevrolet Cobalt LT,Chevrolet,2007,4495.0,77285.0,Red,Gray,Automatic,FWD,Boston
2017 Audi S3 2.0T Premium Plus,Audi,2017,30995.0,20092.0,Blue,Black,Automatic,AWD,Boston
2016 Acura ILX 2.4L,Acura,2016,18485.0,19826.0,Blue,Black,Automatic,FWD,Boston
2006 Mercedes-Benz R 350 4MATIC,Mercedes-Benz,2006,6750.0,138272.0,Silver,Black,Automatic,AWD,Boston
2017 Genesis G80 3.8,Genesis,2017,23990.0,22443.0,Silver,Black,Automatic,RWD,Boston
2018 FIAT 500L Trekking,FIAT,2018,15990.0,32227.0,Brown,Black,Automatic,FWD,Boston
2012 Ford Focus Electric Base,Ford,2012,9990.0,58218.0,White,Gray,Automatic,FWD,Boston
2008 Volkswagen Touareg 2 V6,Volkswagen,2008,6995.0,111526.0,Gray,Gray,Automatic,AWD,Boston
2017 Audi TTS 2.0T quattro,Audi,2017,35985.0,23985.0,Gray,Red,Automatic,AWD,Boston
2015 Jeep Renegade Limited,Jeep,2015,15905.0,29839.0,Red,Black,Automatic,4x4/4-wheel drive,Boston
2018 Toyota Sienna LE,Toyota,2018,23914.0,16398.0,Silver,Gray,Automatic,FWD,Boston
2018 Audi S5 3.0T Prestige,Audi,2018,44900.0,20649.0,White,Red,Automatic,AWD,Boston
2008 Dodge Grand Caravan SE,Dodge,2008,4995.0,101062.0,Red,Gray,Automatic,FWD,Boston
2013 Hyundai Sonata SE,Hyundai,2013,11995.0,28935.0,Black,Black,Automatic,FWD,Boston
2018 Volkswagen Golf SportWagen TSI SE,Volkswagen,2018,19500.0,3100.0,Black,Black,Automatic,FWD,Boston
2016 Honda Odyssey EX-L,Honda,2016,21999.0,27468.0,Blue,Gray,Automatic,FWD,Boston
2017 Mercedes-Benz AMG C 43 C43C4,Mercedes-Benz,2017,39000.0,27795.0,Black,Other,Automatic,AWD,Boston
2019 GMC Acadia SLT-1,GMC,2019,25499.0,21222.0,Gray,Black,Automatic,AWD,Boston
2017 Genesis G90 5.0L Ultimate,Genesis,2017,38988.0,28858.0,Brown,Black,Automatic,AWD,Boston
2016 Jaguar XJ XJL Portfolio,Jaguar,2016,28900.0,60183.0,Green,Other,Automatic,AWD,Boston
2015 Nissan Altima 2.5 SV,Nissan,2015,10990.0,59113.0,Gray,Gray,CVT,FWD,Boston
2019 Jeep Compass Limited,Jeep,2019,19991.0,17202.0,Gray,Black,Automatic,4x4/4-wheel drive,Boston
2006 Dodge Dakota SLT,Dodge,2006,5991.0,85823.0,Blue,Gray,Automatic,4x4/4-wheel drive,Boston
2017 Chevrolet Equinox LT,Chevrolet,2017,16250.0,28764.0,Silver,Black,Automatic,AWD,Boston
2018 Nissan Sentra SV,Nissan,2018,9991.0,41160.0,Black,Gray,Automatic,FWD,Boston
2019 Hyundai Santa Fe XL Limited Ultimate,Hyundai,2019,30888.0,20009.0,White,Gray,Automatic,AWD,Boston
2017 Nissan Maxima 3.5 SV,Nissan,2017,15500.0,48657.0,Gray,Black,CVT,FWD,Boston
2018 Dodge Grand Caravan SE,Dodge,2018,12691.0,64655.0,Black,Gray,Automatic,FWD,Boston
2011 Mazda CX-7 s Touring,Mazda,2011,7995.0,48964.0,Black,Black,Automatic,FWD,Boston
2019 Nissan Altima 2.5 SR,Nissan,2019,19436.0,3820.0,Black,Blue,CVT,FWD,Boston
2013 Hyundai Sonata GLS,Hyundai,2013,8930.0,59830.0,Gray,Gray,Automatic,FWD,Boston
2011 Chevrolet Malibu LTZ,Chevrolet,2011,7995.0,53197.0,Red,Brown,Automatic,FWD,Boston
2008 Saab 9-3 Aero,Saab,2008,11990.0,57895.0,Blue,Beige,Manual,FWD,Boston
2010 Dodge Grand Caravan SE,Dodge,2010,8990.0,89917.0,White,Gray,Automatic,FWD,Boston
2017 Audi Q3 2.0T Premium Plus,Audi,2017,22797.0,24772.0,Gray,Black,Automatic,AWD,Boston
2010 Land Rover LR4 HSE,Land Rover,2010,14990.0,104295.0,Black,Black,Automatic,4x4/4-wheel drive,Boston
2015 Mercedes-Benz ML 350 4MATIC,Mercedes-Benz,2015,20500.0,74123.0,White,Black,Automatic,AWD,Boston
2011 Land Rover LR4 Base,Land Rover,2011,13990.0,101505.0,White,Black,Automatic,4x4/4-wheel drive,Boston
2001 Ford Ranger XLT,Ford,2001,5300.0,65000.0,Red,Gray,Automatic,4x4/4-wheel drive,Boston
2017 BMW 430 Gran Coupe i xDrive,BMW,2017,25493.0,28628.0,White,Black,Automatic,AWD,Boston
2017 INFINITI QX30 Premium,INFINITI,2017,21300.0,35703.0,Gray,Other,Automatic,AWD,Boston
2013 Mercedes-Benz GLK 350 4MATIC,Mercedes-Benz,2013,15990.0,79083.0,Red,Beige,Automatic,AWD,Boston
2018 Toyota Avalon XLE Plus,Toyota,2018,22980.0,10308.0,White,Black,Automatic,FWD,Boston
2019 GMC Acadia SLE-2,GMC,2019,23980.0,11004.0,Silver,Black,Automatic,AWD,Boston
2017 Subaru Forester 2.5i Premium,Subaru,2017,20500.0,27442.0,Blue,Gray,CVT,AWD,Boston
2016 Jaguar XJ XJL Portfolio,Jaguar,2016,34995.0,15956.0,Black,Black,Automatic,AWD,Boston
2017 BMW X5 eDrive xDrive40e,BMW,2017,32995.0,36935.0,White,Black,Automatic,AWD,Boston
2015 Chrysler 200 C,Chrysler,2015,10498.0,48392.0,White,Black,Automatic,FWD,Boston
2013 Nissan Versa 1.6 SV,Nissan,2013,4495.0,110097.0,Blue,Black,CVT,FWD,Boston
2015 Toyota Venza XLE,Toyota,2015,13997.0,73340.0,Gray,Gray,Automatic,AWD,Boston
2015 Mitsubishi Mirage DE,Mitsubishi,2015,5797.0,62576.0,Gray,Black,CVT,FWD,Boston
2017 Ford Transit-350 XLT,Ford,2017,23297.0,30088.0,White,Gray,Automatic,RWD,Boston
2016 Ford Transit-150 XL,Ford,2016,21497.0,31896.0,Black,Gray,Automatic,RWD,Boston
2009 MINI Cooper,MINI,2009,8975.0,21421.0,Red,Black,Automatic,FWD,Boston
2019 Ford Expedition Max XLT,Ford,2019,36975.0,24400.0,Blue,Black,Automatic,4x4/4-wheel drive,Boston
2007 Jeep Commander Sport,Jeep,2007,6990.0,127278.0,Blue,Gray,Automatic,4x4/4-wheel drive,Boston
2013 Chevrolet Avalanche LTZ,Chevrolet,2013,21497.0,85327.0,Silver,Black,Automatic,4x4/4-wheel drive,Boston
2013 Chevrolet Impala LTZ,Chevrolet,2013,8121.0,71177.0,Red,Black,Automatic,FWD,Boston
2017 Genesis G80 3.8,Genesis,2017,25494.0,34493.0,White,Beige,Automatic,AWD,Boston
2019 Chrysler Pacifica Touring-L,Chrysler,2019,22990.0,28170.0,Gray,Black,Automatic,FWD,Boston
2009 Buick Enclave CXL,Buick,2009,6990.0,105937.0,Gold,Beige,Automatic,AWD,Boston
2014 Ford Expedition Limited,Ford,2014,19490.0,70972.0,White,Beige,Automatic,4x4/4-wheel drive,Boston
2015 Lincoln Navigator Base,Lincoln,2015,25490.0,58371.0,Beige,Black,Automatic,4x4/4-wheel drive,Boston
2017 Chevrolet Bolt EV Premier,Chevrolet,2017,25995.0,16715.0,Silver,Gray,Automatic,FWD,Boston
2017 Subaru WRX Premium,Subaru,2017,21998.0,31333.0,White,Black,CVT,AWD,Boston
2011 Nissan Maxima SV,Nissan,2011,7999.0,115075.0,Silver,Black,CVT,FWD,Boston
2018 Subaru BRZ Limited,Subaru,2018,23998.0,2803.0,Gray,Black,Automatic,RWD,Boston
2019 Subaru Ascent Premium 7-Passenger,Subaru,2019,29998.0,2297.0,Gray,Black,CVT,AWD,Boston
2019 Subaru Ascent Limited 7-Passenger,Subaru,2019,32998.0,5585.0,White,Black,CVT,AWD,Boston
2019 Subaru Crosstrek Hybrid Base,Subaru,2019,32998.0,3221.0,Gray,Blue,CVT,AWD,Boston
2018 Subaru Impreza Limited,Subaru,2018,19998.0,7131.0,Blue,Black,CVT,AWD,Boston
2019 Subaru Ascent Premium 7-Passenger,Subaru,2019,30998.0,18566.0,White,Black,CVT,AWD,Boston
2019 Subaru Ascent Premium 7-Passenger,Subaru,2019,31498.0,3886.0,Red,White,CVT,AWD,Boston
2008 GMC Envoy SLT,GMC,2008,5750.0,117797.0,White,Black,Automatic,4x4/4-wheel drive,Boston
2016 Toyota Corolla S Premium,Toyota,2016,9995.0,53000.0,Gray,Beige,CVT,FWD,Boston
2008 Toyota Matrix,Toyota,2008,3995.0,142879.0,Red,Black,Manual,FWD,Boston
2018 Dodge Grand Caravan SXT,Dodge,2018,14986.0,52894.0,Red,Black,Automatic,FWD,Boston
2014 Jeep Compass Sport,Jeep,2014,8995.0,59966.0,Black,Gray,Automatic,FWD,Boston
2013 Nissan Altima 2.5 SV,Nissan,2013,9995.0,53400.0,White,Beige,CVT,FWD,Boston
2011 Porsche Panamera 4S,Porsche,2011,28990.0,67906.0,Black,Black,Automatic,AWD,Boston
2008 Mitsubishi Eclipse Spyder GS,Mitsubishi,2008,7290.0,59001.0,Orange,Black,Automatic,FWD,Boston
2017 Chrysler Pacifica Touring-L,Chrysler,2017,19997.0,38788.0,Black,Brown,Automatic,FWD,Boston
2011 Subaru Impreza WRX STi WRX STI Limited,Subaru,2011,20990.0,59698.0,Silver,Black,Manual,AWD,Boston
2017 Mazda MX-5 Miata RF Club,Mazda,2017,24989.0,5607.0,Red,Black,Manual,RWD,Boston
2017 Ford Focus ST Base,Ford,2017,18989.0,29218.0,Black,Black,Manual,FWD,Boston
2013 Chevrolet Cruze LS,Chevrolet,2013,5999.0,88828.0,Gray,Beige,Automatic,FWD,Boston
2015 Jaguar XJ XJL Portfolio,Jaguar,2015,33590.0,39151.0,White,Other,Automatic,RWD,Boston
2004 Acura RSX 2dr Cpe AT Leather,Acura,2004,4990.0,140987.0,Silver,Black,Automatic,FWD,Boston
2014 Lexus CT 200h Base,Lexus,2014,14990.0,94501.0,Blue,Black,CVT,FWD,Boston
2018 Hyundai Elantra Sport,Hyundai,2018,15997.0,23464.0,Silver,Black,Manual,FWD,Boston
2016 Chrysler Town & Country Touring,Chrysler,2016,14680.0,60734.0,White,Black,Automatic,FWD,Boston
2017 BMW 440 Gran Coupe i xDrive,BMW,2017,34034.0,16768.0,Black,Black,Automatic,AWD,Boston
2017 BMW 550 Gran Turismo i xDrive,BMW,2017,34271.0,26955.0,Black,Brown,Automatic,AWD,Boston
2012 Nissan Maxima S,Nissan,2012,9900.0,81488.0,Gray,Gray,CVT,FWD,Boston
2006 Rolls-Royce Phantom VI,Rolls-Royce,2006,60000.0,19326.0,Black,Gray,Automatic,RWD,Boston
2019 Honda Passport Elite,Honda,2019,33200.0,12443.0,Gray,Black,Automatic,AWD,Boston
2013 Buick Verano Base,Buick,2013,8750.0,22739.0,Silver,Gray,Automatic,FWD,Boston
2016 Lincoln MKT EcoBoost,Lincoln,2016,26347.0,19656.0,Black,Beige,Automatic,AWD,Boston
2017 Lexus RC 300 Base,Lexus,2017,33499.0,19636.0,Silver,Red,Automatic,AWD,Boston
2017 Buick LaCrosse Essence,Buick,2017,20989.0,11948.0,Silver,Black,Automatic,FWD,Boston
2018 Toyota RAV4 Hybrid Limited,Toyota,2018,27500.0,12855.0,Silver,Gray,CVT,AWD,Boston
2017 Audi SQ5 3.0T Premium Plus,Audi,2017,33995.0,30751.0,White,Black,Automatic,AWD,Boston
2017 BMW M4 Base,BMW,2017,52900.0,14866.0,Silver,Silver,Automatic,RWD,Boston
2019 Dodge Journey Crossroad,Dodge,2019,20748.0,9812.0,Silver,Black,Automatic,AWD,Boston
2019 Kia Rio LX,Kia,2019,12990.0,15151.0,White,Black,Automatic,FWD,Boston
2016 FIAT 500e Battery Electric,FIAT,2016,10000.0,21103.0,Gray,Black,Automatic,FWD,Boston
2014 Nissan Sentra SR,Nissan,2014,10990.0,60641.0,Red,Black,CVT,FWD,Boston
2019 Kia Rio S,Kia,2019,12990.0,28290.0,White,Black,Automatic,FWD,Boston
2012 Chevrolet Captiva Sport LTZ,Chevrolet,2012,9999.0,82945.0,Silver,Black,Automatic,AWD,Boston
2007 BMW 335 xi,BMW,2007,3480.0,151200.0,Black,Black,Automanual,AWD,Boston
2013 Hyundai Veloster Turbo,Hyundai,2013,9499.0,59241.0,White,Black,Automatic,FWD,Boston
2008 Dodge Sprinter 144 IN. WB,Dodge,2008,13490.0,93469.0,Silver,Gray,Automatic,RWD,Boston
2013 Porsche Boxster Base,Porsche,2013,29990.0,40716.0,Black,Black,Automatic,RWD,Boston
2017 Audi S6 4.0T Premium Plus,Audi,2017,51988.0,10900.0,White,Red,Automatic,AWD,Boston
2017 Mercedes-Benz AMG C 43 Base 4MATIC,Mercedes-Benz,2017,35997.0,31691.0,Gray,Red,Automatic,AWD,Boston
2014 Cadillac CTS 3.6L Premium,Cadillac,2014,17895.0,63478.0,Gray,Brown,Automatic,AWD,Boston
2018 BMW 440 Gran Coupe i xDrive,BMW,2018,35993.0,9915.0,Black,Brown,Automatic,AWD,Boston
2014 INFINITI QX60 AWD,INFINITI,2014,17800.0,39379.0,Green,Brown,Automatic,AWD,Boston
2019 Nissan Rogue SL,Nissan,2019,22333.0,17540.0,Black,Gray,CVT,AWD,Boston
2020 Cadillac XT4 Sport,Cadillac,2020,44635.0,8193.0,Blue,Other,Automatic,AWD,Boston
2016 Volkswagen Golf SportWagen TSI Limited Edition,Volkswagen,2016,15750.0,16200.0,White,Gray,Automatic,FWD,Boston
2010 Ford Flex SEL,Ford,2010,7499.0,144974.0,Blue,Other,Automatic,FWD,Boston
2018 Volkswagen Golf SportWagen TSI SE,Volkswagen,2018,19500.0,670.0,Gray,Gray,Automatic,FWD,Boston
2019 Nissan Leaf SL PLUS,Nissan,2019,30500.0,3900.0,Green,Beige,Automatic,FWD,Boston
2017 Audi Q5 2.0T Premium,Audi,2017,21000.0,31259.0,Blue,Brown,Automatic,AWD,Boston
2015 Volvo XC60 T6,Volvo,2015,17999.0,59877.0,Silver,Black,Automatic,AWD,Boston
2019 Lincoln Nautilus Reserve,Lincoln,2019,36899.0,14582.0,Brown,Black,Automatic,AWD,Boston
2020 BMW X3 xDrive30i,BMW,2020,34499.0,13731.0,Other,Other,Automatic,AWD,Boston
2013 MINI Countryman Cooper S ALL4,MINI,2013,11199.0,40639.0,Green,Black,Other / Unknown,AWD,Boston
2017 Hyundai Elantra Value Edition,Hyundai,2017,15420.0,9539.0,White,Black,Automatic,FWD,Boston
2017 BMW 440 i xDrive,BMW,2017,27991.0,29566.0,Black,Beige,Automatic,AWD,Boston
2011 Toyota Sienna XLE,Toyota,2011,12991.0,98383.0,Gray,Gray,Automatic,AWD,Boston
2019 Toyota Highlander LE Plus,Toyota,2019,26991.0,15097.0,Black,Black,Automatic,FWD,Boston
2011 Volkswagen Touareg VR6 Sport,Volkswagen,2011,11900.0,104147.0,White,Black,Automatic,AWD,Boston
2019 INFINITI QX80 Luxe,INFINITI,2019,41990.0,25428.0,Silver,Other,Automatic,AWD,Boston
2019 Honda HR-V Sport,Honda,2019,19988.0,13054.0,White,Black,CVT,AWD,Boston
2018 Maserati Levante Base,Maserati,2018,47500.0,19483.0,Black,Black,Automatic,AWD,Boston
2019 Ford Transit-350 XLT,Ford,2019,32496.0,19392.0,Black,Black,Automatic,RWD,Boston
2016 Mercedes-Benz AMG GL AMG GL 63 4MATIC,Mercedes-Benz,2016,43495.0,79401.0,Gray,Black,Automatic,AWD,Boston
2016 Porsche Cayenne E-Hybrid S,Porsche,2016,39990.0,33439.0,White,Beige,Automatic,AWD,Boston
2019 Chrysler Pacifica Limited,Chrysler,2019,30998.0,13931.0,White,Other,Automatic,FWD,Boston
2010 Ford Transit Connect XL,Ford,2010,7495.0,74076.0,White,Gray,Automatic,FWD,Boston
2018 Audi Q3 2.0T Premium,Audi,2018,23499.0,31529.0,White,Black,Automatic,AWD,Boston
2014 Ford Transit Connect Titanium,Ford,2014,13990.0,64888.0,White,Gray,Automatic,FWD,Boston
2009 Dodge Grand Caravan SE,Dodge,2009,6395.0,75180.0,Black,Gray,Automatic,FWD,Boston
2017 Nissan Maxima 3.5 SV,Nissan,2017,18900.0,29259.0,Silver,Gray,CVT,FWD,Boston
2014 Honda Odyssey Touring Elite,Honda,2014,17994.0,56706.0,Gray,Gray,Automatic,FWD,Boston
2018 Honda CR-V EX-L,Honda,2018,25000.0,26626.0,Silver,Gray,CVT,AWD,Boston
2015 Nissan Frontier SV,Nissan,2015,15000.0,85472.0,White,Gray,Automatic,4x4/4-wheel drive,Boston
2019 Kia Sedona EX,Kia,2019,24490.0,20448.0,Gray,Beige,Automatic,FWD,Boston
2017 BMW 430 Gran Coupe i xDrive,BMW,2017,24900.0,27351.0,Black,Black,Automatic,AWD,Boston
2013 Land Rover LR2 Base,Land Rover,2013,8900.0,130532.0,Black,Beige,Automatic,4x4/4-wheel drive,Boston
2014 Chevrolet Express 1500 Work Van,Chevrolet,2014,15000.0,50996.0,White,Gray,Automatic,RWD,Boston
2013 Ford Focus SE,Ford,2013,5995.0,76780.0,Red,Black,Automatic,FWD,Boston
2019 Ford Transit-250 148 WB Medium Roof Cargo,Ford,2019,26797.0,11936.0,White,Gray,Automatic,RWD,Boston
2017 GMC Acadia SLE-1,GMC,2017,18797.0,10235.0,Black,Black,Automatic,FWD,Boston
2014 Kia Sportage LX,Kia,2014,10795.0,58421.0,Silver,Black,Automatic,FWD,Boston
2017 Audi A8 L 3.0T,Audi,2017,35997.0,15653.0,White,Brown,Automatic,AWD,Boston
2016 Ford Transit Connect XLT,Ford,2016,12997.0,69239.0,White,Gray,Automatic,FWD,Boston
2014 Mercedes-Benz CLA 45 AMG 4MATIC,Mercedes-Benz,2014,23498.0,54036.0,Silver,Black,Automatic,AWD,Boston
2014 Ford Fusion Hybrid S,Ford,2014,11995.0,27729.0,Blue,Gray,CVT,FWD,Boston
2010 Hyundai Genesis Coupe 3.8 Grand Touring,Hyundai,2010,11975.0,28600.0,Black,Black,Automatic,RWD,Boston
2017 Nissan Pathfinder Platinum,Nissan,2017,22000.0,52372.0,White,Beige,CVT,4x4/4-wheel drive,Boston
2018 Buick Regal TourX Preferred,Buick,2018,25860.0,250.0,Silver,Black,Automatic,AWD,Boston
2019 Honda Pilot LX,Honda,2019,25500.0,29682.0,White,Black,Automatic,AWD,Boston
2019 Honda Odyssey EX,Honda,2019,27994.0,8711.0,Gray,Other,Automatic,FWD,Boston
2016 Ford Fusion S,Ford,2016,7795.0,97000.0,White,Gray,Automatic,FWD,Boston
2014 Jeep Patriot Latitude,Jeep,2014,9740.0,72601.0,Gray,Gray,Automatic,4x4/4-wheel drive,Boston
2013 BMW X6 xDrive35i,BMW,2013,19599.0,70851.0,Red,Brown,Automatic,AWD,Boston
2014 Lexus LS 460 Base,Lexus,2014,28500.0,61371.0,Black,Black,Automatic,AWD,Boston
2017 Toyota Yaris,Toyota,2017,11495.0,46146.0,White,Other,Automatic,FWD,Boston
2011 Ford Escape Limited,Ford,2011,6495.0,106553.0,Black,Black,Automatic,4x4/4-wheel drive,Boston
2016 Lincoln Navigator Select,Lincoln,2016,33750.0,29700.0,Black,Black,Automatic,4x4/4-wheel drive,Boston
2016 Ford F-250 XLT,Ford,2016,24990.0,30259.0,Gray,Gray,Automatic,4x4/4-wheel drive,Boston
2012 INFINITI FX35 Base,INFINITI,2012,13490.0,97265.0,Black,Beige,Automatic,AWD,Boston
2012 Ford Escape Limited,Ford,2012,9350.0,69592.0,Blue,Blue,Automatic,4x4/4-wheel drive,Boston
2016 Ford Transit Connect XLT,Ford,2016,12995.0,87764.0,Silver,Black,Automatic,FWD,Boston
2013 Ford Fusion Hybrid SE,Ford,2013,9995.0,71840.0,Blue,Black,CVT,FWD,Boston
2016 Subaru WRX Base,Subaru,2016,17998.0,50940.0,Blue,Black,Manual,AWD,Boston
2007 Mazda CX-7 Grand Touring,Mazda,2007,4995.0,138300.0,Silver,Black,Automatic,FWD,Boston
2019 Subaru Ascent Limited 7-Passenger,Subaru,2019,32998.0,6258.0,Black,White,CVT,AWD,Boston
2016 Subaru Forester 2.0XT Premium,Subaru,2016,17498.0,33358.0,Black,Black,CVT,AWD,Boston
2017 Volkswagen Golf R 4-Door,Volkswagen,2017,27995.0,33414.0,Blue,Black,Manual,AWD,Boston
2010 Toyota Yaris Base,Toyota,2010,5500.0,113195.0,Blue,Gray,Automatic,FWD,Boston
2018 Toyota Avalon Hybrid Limited,Toyota,2018,24707.0,25801.0,Black,Black,CVT,FWD,Boston
