Listing,Make,Year_model,Price,Milage,Exterior_color,Interior_color,Transmission,Drivetrain
2015 Ford Explorer XLT,Ford,2015,"$19,200","44,100",Black,Black,Automanual,FWD
2011 Porsche Cayenne Base,Porsche,2011,"$17,900","27,323",White,Beige,Automatic,AWD
2014 RAM 1500 Tradesman/Express,RAM,2014,"$8,999","151,036",Blue,Black,Automatic,RWD
2018 Subaru Outback 2.5i Premium,Subaru,2018,"$21,999","29,360",White,White,CVT,AWD
2010 Cadillac CTS Performance,Cadillac,2010,"$10,495","74,262",Silver,Black,Automatic,RWD
2018 Audi A7 Prestige,Audi,2018,"$42,380","26,551",Silver,Black,Automatic,AWD
2007 GMC Yukon Denali,GMC,2007,"$12,495","96,886",Gray,Beige,Automatic,AWD
2017 Lexus ES 350 Base,Lexus,2017,"$22,995","33,555",White,Beige,Automatic,FWD
2015 Chrysler Town & Country Touring,Chrysler,2015,"$10,495","98,288",Black,Black,Automatic,FWD
2016 Chevrolet Traverse 1LT,Chevrolet,2016,"$19,980","28,586",Blue,Black,Automatic,AWD
2013 BMW 528 i,BMW,2013,"$9,995","107,633",Black,Black,Automatic,RWD
2018 Dodge Durango SXT,Dodge,2018,"$21,991","38,578",White,Black,Automatic,RWD
2008 Chevrolet Express 3500 3500 EXT WB,Chevrolet,2008,"$12,488","41,425",Gray,Gray,Automatic,RWD
2017 BMW 340 i xDrive,BMW,2017,"$30,660","20,072",Black,Black,Automatic,AWD
2018 Dodge Journey GT,Dodge,2018,"$17,691","25,363",Red,Black,Automatic,FWD
2017 Lincoln MKZ Reserve,Lincoln,2017,"$19,884","36,909",Blue,Black,Automatic,AWD
2018 Toyota RAV4 LE,Toyota,2018,"$15,993","45,575",White,Black,Automatic,FWD
2018 Ford Expedition XLT,Ford,2018,"$35,991","20,059",White,Black,Automatic,RWD
2013 Ford Fusion Hybrid SE,Ford,2013,"$10,991","83,184",Blue,Beige,CVT,FWD
2018 Lexus RX 450h AWD,Lexus,2018,"$40,888","33,025",Silver,Gray,CVT,AWD
2010 Honda CR-V LX,Honda,2010,"$6,995","102,299",Black,Beige,Automatic,FWD
2005 Nissan Pathfinder SE,Nissan,2005,"$5,995","139,331",Black,Black,Automatic,RWD
