Listing,Make,Year_model,Price,Milage,Exterior_color,Interior_color,Transmission,Drivetrain
2016 BMW M6 Gran Coupe Base,BMW,2016,"$51,995","45,590",White,Black,Automatic,RWD
2017 Mercedes-Benz AMG E 43 Base 4MATIC,Mercedes-Benz,2017,"$40,900","37,615",Black,Black,Automatic,AWD
2018 Mercedes-Benz AMG GLE 43 Coupe 4MATIC,Mercedes-Benz,2018,"$53,981","29,452",Gray,Black,Automatic,AWD
2018 Dodge Grand Caravan SXT,Dodge,2018,"$14,790","45,936",Silver,Other,Automatic,FWD
2014 Lexus CT 200h Base,Lexus,2014,"$16,500","44,850",White,Brown,CVT,FWD
2019 Toyota Highlander XLE,Toyota,2019,"$27,500","36,698",Black,Black,Automatic,FWD
2019 Subaru Crosstrek 2.0i Limited,Subaru,2019,"$25,590","4,675",White,Black,CVT,AWD
2014 Jaguar F-TYPE Base,Jaguar,2014,"$31,500","19,118",White,Black,Automatic,RWD
2013 BMW 128 i,BMW,2013,"$11,000","35,400",Gray,Black,Automanual,RWD
2019 Nissan Armada SL,Nissan,2019,"$31,190","36,024",Black,Gray,Automatic,AWD
2016 Audi Q3 2.0T Prestige,Audi,2016,"$22,457","31,854",Silver,Black,Automatic,AWD
2017 BMW 535 Gran Turismo i,BMW,2017,"$26,900","48,796",White,Brown,Automatic,RWD
2017 Honda Pilot EX,Honda,2017,"$24,924","34,864",White,Beige,Automatic,FWD
2019 Audi RS 3 2.5T,Audi,2019,"$56,544","5,730",White,Black,Automatic,AWD
2014 Volkswagen Passat 2.0L TDI SEL Premium,Volkswagen,2014,"$13,994","21,204",Silver,Black,Automatic,FWD
2017 Hyundai Santa Fe Limited Ultimate,Hyundai,2017,"$22,990","44,544",Black,Beige,Automatic,FWD
2019 Jeep Wrangler Unlimited Sahara,Jeep,2019,"$35,888","17,279",Black,Black,Automatic,4x4/4-wheel drive
2017 Cadillac Escalade ESV Premium Luxury,Cadillac,2017,"$47,000","37,046",Black,Other,Automatic,4x4/4-wheel drive
2017 Honda Ridgeline RTL-T,Honda,2017,"$24,280","38,038",White,Black,Automatic,FWD
2017 Volkswagen Golf Wolfsburg Edition,Volkswagen,2017,"$13,900","30,780",Blue,Black,Automatic,FWD
2014 BMW i3 Base w/Range Extender,BMW,2014,"$14,900","63,188",White,Other,Automatic,RWD
2019 Audi Q8 Premium,Audi,2019,"$59,994","4,489",White,Beige,Automatic,AWD
2019 Kia Forte LXS,Kia,2019,"$14,323","15,639",Red,Black,CVT,FWD
2008 BMW M5,BMW,2008,"$22,990","67,050",White,Black,Manual,RWD
2017 Honda Pilot EX,Honda,2017,"$21,599","41,578",Gray,Gray,Automatic,FWD
2017 BMW 430 i,BMW,2017,"$25,900","25,534",Blue,Black,Automatic,RWD
2019 Volvo S60 T6 R-Design,Volvo,2019,"$41,990","9,860",Gray,Black,Automatic,AWD
2019 Mercedes-Benz Metris Base,Mercedes-Benz,2019,"$29,998","7,600",Black,Black,Automatic,RWD
2018 Nissan Armada SL,Nissan,2018,"$27,995","44,514",Blue,Gray,Automatic,AWD
2017 BMW 330 i,BMW,2017,"$18,498","34,165",Gray,Black,Automatic,RWD
2017 Toyota Corolla SE,Toyota,2017,"$15,199","28,874",Gray,Blue,CVT,FWD
2013 Hyundai Genesis Coupe 2.0T R-Spec,Hyundai,2013,"$15,590","56,360",White,Black,Manual,RWD
2016 Ford Fiesta SE,Ford,2016,"$7,994","57,883",White,Black,Automatic,FWD
2018 Subaru Legacy 2.5i Premium,Subaru,2018,"$16,689","32,235",Black,Black,CVT,AWD
2013 Lexus ES 350 Base,Lexus,2013,"$14,988","70,909",White,Gray,Automatic,FWD
2014 Honda CR-V LX,Honda,2014,"$13,500","62,234",Silver,Gray,Automatic,FWD
2018 Toyota Corolla LE,Toyota,2018,"$12,989","38,316",Red,Black,CVT,FWD
2014 Acura MDX 3.5L Technology Package,Acura,2014,"$23,980","44,072",Gray,Black,Automatic,AWD
2016 Cadillac Escalade ESV Premium,Cadillac,2016,"$37,840","59,985",Black,Black,Automatic,4x4/4-wheel drive
