Listing,Make,Year_model,Price,Milage,Exterior_color,Interior_color,Transmission,Drivetrain
2007 Toyota Tundra SR5,Toyota,2007,"$14,995.00","94,264",Silver,Gray,Automatic,4x4/4-wheel drive
2016 Nissan Altima 2.5 S,Nissan,2016,"$10,495.00","77,097",White,Gray,CVT,FWD
2017 RAM 1500 Sport,RAM,2017,"$29,980.00","19,094",Black,Black,Automatic,4x4/4-wheel drive
2017 Toyota RAV4 LE,Toyota,2017,"$16,250.00","24,294",Gray,Black,Automatic,AWD
2017 Mercedes-Benz GLE 350 Base 4MATIC,Mercedes-Benz,2017,"$23,250.00","47,229",Black,Other,Automatic,AWD
2018 Ford Edge Titanium,Ford,2018,"$21,200.00","30,377",Gray,Black,Automatic,AWD
2016 BMW 228 i xDrive,BMW,2016,"$17,450.00","31,414",White,Other,Automatic,AWD
2017 BMW 330 i xDrive,BMW,2017,"$16,250.00","28,725",White,Other,Automatic,AWD
2019 BMW 430 Gran Coupe i xDrive,BMW,2019,"$33,495.00","3,363",Black,White,Automatic,AWD
2014 BMW X5 xDrive50i,BMW,2014,"$19,500.00","85,363",Black,Beige,Automatic,AWD
2017 Mercedes-Benz GLA 250 Base 4MATIC,Mercedes-Benz,2017,"$22,495.00","41,357",White,Black,Automatic,AWD
2006 Ford Expedition XLT Sport,Ford,2006,"$3,995.00","196,733",Black,Beige,Automatic,4x4/4-wheel drive
2004 Scion xA,Scion,2004,"$2,999.00","132,848",Red,Black,Automatic,FWD
2011 Cadillac SRX Luxury Collection,Cadillac,2011,"$7,599.00","110,037",Other,Black,Automatic,AWD
2014 Hyundai Accent GLS,Hyundai,2014,"$5,899.00","108,763",Red,Beige,Automatic,FWD
2006 Jeep Liberty Limited,Jeep,2006,"$5,995.00","101,382",White,Gray,Automatic,4x4/4-wheel drive
2018 Jeep Compass Altitude,Jeep,2018,"$17,860.00","19,845",Red,Black,Automatic,4x4/4-wheel drive
2016 Toyota RAV4 Hybrid Limited,Toyota,2016,"$19,400.00","62,911",Silver,Other,CVT,AWD
2019 Acura MDX 3.5L Technology & A-Spec Pkgs,Acura,2019,"$41,999.00","16,225",Blue,Red,Automatic,AWD
2003 Toyota Corolla CE,Toyota,2003,"$2,998.00","161,810",Blue,Beige,Automatic,FWD
2017 Nissan Altima 2.5 SL,Nissan,2017,"$13,995.00","25,982",Blue,Gray,CVT,FWD
2017 Chrysler Pacifica Touring-L,Chrysler,2017,"$22,500.00","29,897",White,Black,Automatic,FWD
2015 Mercedes-Benz GL 450,Mercedes-Benz,2015,"$25,800.00","48,530",White,Beige,Automatic,AWD
2015 Audi S6 4.0T quattro,Audi,2015,"$28,999.00","74,180",Red,Black,Automatic,AWD
2018 Volkswagen Atlas 3.6L SE,Volkswagen,2018,"$20,990.00","48,896",Black,Black,Automatic,FWD
2015 Audi S3 2.0T Premium Plus,Audi,2015,"$23,400.00","45,934",White,Black,Automatic,AWD
2015 Buick Encore Leather,Buick,2015,"$15,498.00","17,728",White,Gray,Automatic,FWD
2019 Dodge Durango GT,Dodge,2019,"$29,995.00","21,000",Black,Black,Automatic,AWD
2016 Dodge Journey Crossroad,Dodge,2016,"$17,999.00","48,226",Red,Black,Automatic,AWD
2015 Mazda Mazda3 i Sport,Mazda,2015,"$9,995.00","57,104",Gray,Black,Automatic,FWD
2011 Dodge Durango Crew,Dodge,2011,"$9,995.00","120,986",Red,Black,Automatic,AWD
2016 Chevrolet Impala 2LT,Chevrolet,2016,"$11,400.00","91,342",Silver,Black,Automatic,FWD
2016 Jaguar XJ XJL Portfolio,Jaguar,2016,"$49,495.00","24,350",Black,Other,Automatic,AWD
2015 Chevrolet Camaro 2SS,Chevrolet,2015,"$24,499.00","32,074",Black,Black,Automatic,RWD
2017 Dodge Durango GT,Dodge,2017,"$23,288.00","53,534",Silver,Black,Automatic,AWD
2015 Nissan Altima 2.5 S,Nissan,2015,"$9,900.00","26,069",White,Gray,CVT,FWD
2018 Nissan Sentra SV,Nissan,2018,"$11,373.00","36,808",Silver,Gray,CVT,FWD
2017 Land Rover Range Rover Sport 5.0L Supercharged,Land,2017,"$52,999.00","26,025",Gray,Black,Automatic,4x4/4-wheel drive
